fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-02-23,23/02/2026,oferta_demanda,Dólar de N.A.,,3.352,3.362,,,
2026-02-23,23/02/2026,oferta_demanda,Dólar Canadiense,,2.435,2.689,,,
2026-02-23,23/02/2026,oferta_demanda,Libra Esterlina,,4.499,4.543,,,
2026-02-23,23/02/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-02-23,23/02/2026,oferta_demanda,Peso Mexicano,,0.193,0.196,,,
2026-02-23,23/02/2026,oferta_demanda,Franco Suizo,,3.968,4.757,,,
2026-02-23,23/02/2026,oferta_demanda,Euro,,3.718,4.064,,,
2026-02-23,23/02/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-02-23,23/02/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-02-23,23/02/2026,mercado_profesional,Dólar de N.A.,,,,3.3568,,
