fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-26,26/08/2026,oferta_demanda,Dólar de N.A.,,3.339,3.35,,,
2026-08-26,26/08/2026,oferta_demanda,Dólar Canadiense,,2.321,2.416,,,
2026-08-26,26/08/2026,oferta_demanda,Libra Esterlina,,4.248,4.823,,,
2026-08-26,26/08/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-08-26,26/08/2026,oferta_demanda,Peso Mexicano,,0.197,0.198,,,
2026-08-26,26/08/2026,oferta_demanda,Franco Suizo,,,3.88,,,
2026-08-26,26/08/2026,oferta_demanda,Euro,,3.611,4.085,,,
2026-08-26,26/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-26,26/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-26,26/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3439,,
