fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-03-19,19/03/2026,oferta_demanda,Dólar de N.A.,,3.447,3.454,,,
2026-03-19,19/03/2026,oferta_demanda,Dólar Canadiense,,2.592,0.003,,,
2026-03-19,19/03/2026,oferta_demanda,Libra Esterlina,,4.273,4.773,,,
2026-03-19,19/03/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-03-19,19/03/2026,oferta_demanda,Peso Mexicano,,0.192,0.193,,,
2026-03-19,19/03/2026,oferta_demanda,Franco Suizo,,,4.715,,,
2026-03-19,19/03/2026,oferta_demanda,Euro,,3.735,4.103,,,
2026-03-19,19/03/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-03-19,19/03/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-03-19,19/03/2026,mercado_profesional,Dólar de N.A.,,,,3.4532,,
