fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-10,10/08/2026,oferta_demanda,Dólar de N.A.,,3.371,3.387,,,
2026-08-10,10/08/2026,oferta_demanda,Dólar Canadiense,,2.431,0.003,,,
2026-08-10,10/08/2026,oferta_demanda,Libra Esterlina,,4.223,4.669,,,
2026-08-10,10/08/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-08-10,10/08/2026,oferta_demanda,Peso Mexicano,,0.196,0.198,,,
2026-08-10,10/08/2026,oferta_demanda,Franco Suizo,,,3.925,,,
2026-08-10,10/08/2026,oferta_demanda,Euro,,3.828,3.949,,,
2026-08-10,10/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-10,10/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-10,10/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3754,,
